jurisdiction,state,year,drug_type,deaths,crude_rate
Maryland,Maryland,2000,Otheropioids,38,0.7
Maryland,Maryland,2001,Otheropioids,42,0.8
Maryland,Maryland,2002,Otheropioids,49,0.9
Maryland,Maryland,2002,Heroin,27,0.5
Maryland,Maryland,2003,Otheropioids,65,1.2
Maryland,Maryland,2003,Fentanyl,11,0.2
Maryland,Maryland,2003,Heroin,29,0.5
Maryland,Maryland,2004,Otheropioids,160,2.9
Maryland,Maryland,2004,Fentanyl,16,0.3
Maryland,Maryland,2004,Heroin,75,1.4
Maryland,Maryland,2005,Fentanyl,21,0.4
Maryland,Maryland,2005,Heroin,79,1.4
Maryland,Maryland,2005,Otheropioids,213,3.8
Maryland,Maryland,2006,Heroin,111,2
Maryland,Maryland,2006,Otheropioids,266,4.7
Maryland,Maryland,2006,Fentanyl,53,0.9
Maryland,Maryland,2007,Fentanyl,35,0.6
Maryland,Maryland,2007,Otheropioids,308,5.4
Maryland,Maryland,2007,Heroin,129,2.3
Maryland,Maryland,2008,Otheropioids,299,5.3
Maryland,Maryland,2008,Fentanyl,35,0.6
Maryland,Maryland,2008,Heroin,105,1.8
Maryland,Maryland,2009,Heroin,156,2.7
Maryland,Maryland,2009,Fentanyl,52,0.9
Maryland,Maryland,2009,Otheropioids,303,5.3
Maryland,Maryland,2010,Otheropioids,341,5.9
Maryland,Maryland,2010,Heroin,94,1.6
Maryland,Maryland,2010,Fentanyl,51,0.9
Maryland,Maryland,2011,Otheropioids,377,6.5
Maryland,Maryland,2011,Fentanyl,56,1
Maryland,Maryland,2011,Heroin,103,1.8
Maryland,Maryland,2012,Otheropioids,398,6.8
Maryland,Maryland,2012,Heroin,173,2.9
Maryland,Maryland,2012,Fentanyl,52,0.9
Maryland,Maryland,2013,Meth,16,0.3
Maryland,Maryland,2013,Heroin,217,3.7
Maryland,Maryland,2013,Otheropioids,416,7
Maryland,Maryland,2013,Fentanyl,93,1.6
Maryland,Maryland,2014,Heroin,313,5.2
Maryland,Maryland,2014,Meth,16,0.3
Maryland,Maryland,2014,Otheropioids,503,8.4
Maryland,Maryland,2014,Fentanyl,230,3.8
Maryland,Maryland,2015,Otheropioids,534,8.9
Maryland,Maryland,2015,Fentanyl,357,5.9
Maryland,Maryland,2015,Heroin,405,6.7
Maryland,Maryland,2015,Meth,26,0.4
Maryland,Maryland,2016,Meth,43,0.7
Maryland,Maryland,2016,Fentanyl,1091,18.1
Maryland,Maryland,2016,Heroin,650,10.8
Maryland,Maryland,2016,Otheropioids,812,13.5
Maryland,Maryland,2017,Meth,65,1.1
Maryland,Maryland,2017,Otheropioids,711,11.7
Maryland,Maryland,2017,Fentanyl,1542,25.5
Maryland,Maryland,2017,Heroin,522,8.6
Maryland,Maryland,2018,Heroin,356,5.9
Maryland,Maryland,2018,Fentanyl,1825,30.2
Maryland,Maryland,2018,Otheropioids,576,9.5
Maryland,Maryland,2018,Meth,65,1.1
Maryland,Maryland,2019,Heroin,209,3.5
Maryland,Maryland,2019,Otheropioids,589,9.7
Maryland,Maryland,2019,Meth,79,1.3
Maryland,Maryland,2019,Fentanyl,1917,31.7
Maryland,Maryland,2020,Meth,137,2.3
Maryland,Maryland,2020,Otheropioids,589,9.7
Maryland,Maryland,2020,Heroin,126,2.1
Maryland,Maryland,2020,Fentanyl,2326,38.4
Maryland,Maryland,2021,Otheropioids,524,8.5
Maryland,Maryland,2021,Heroin,61,1
Maryland,Maryland,2021,Meth,136,2.2
Maryland,Maryland,2021,Fentanyl,2301,37.3
Maryland,Maryland,2022,Fentanyl,2082,33.8
Maryland,Maryland,2022,Meth,141,2.3
Maryland,Maryland,2022,Heroin,25,0.4
Maryland,Maryland,2022,Otheropioids,416,6.7
Maine,Maine,1999,Otheropioids,11,0.9
Maine,Maine,2000,Otheropioids,27,2.1
Maine,Maine,2001,Otheropioids,30,2.3
Maine,Maine,2002,Otheropioids,62,4.8
Maine,Maine,2002,Fentanyl,12,0.9
Maine,Maine,2003,Otheropioids,63,4.8
Maine,Maine,2003,Fentanyl,11,0.8
Maine,Maine,2004,Otheropioids,82,6.2
Maine,Maine,2005,Otheropioids,96,7.3
Maine,Maine,2006,Otheropioids,84,6.3
Maine,Maine,2007,Otheropioids,89,6.7
Maine,Maine,2008,Otheropioids,87,6.5
Maine,Maine,2008,Fentanyl,15,1.1
Maine,Maine,2009,Fentanyl,16,1.2
Maine,Maine,2009,Otheropioids,99,7.4
Maine,Maine,2010,Otheropioids,78,5.9
Maine,Maine,2010,Fentanyl,21,1.6
Maine,Maine,2011,Otheropioids,67,5
Maine,Maine,2011,Fentanyl,19,1.4
Maine,Maine,2012,Meth,10,0.8
Maine,Maine,2012,Otheropioids,78,5.9
Maine,Maine,2012,Heroin,12,0.9
Maine,Maine,2012,Fentanyl,15,1.1
Maine,Maine,2013,Meth,12,0.9
Maine,Maine,2013,Heroin,16,1.2
Maine,Maine,2013,Otheropioids,92,6.9
Maine,Maine,2013,Fentanyl,23,1.7
Maine,Maine,2014,Heroin,38,2.9
Maine,Maine,2014,Otheropioids,101,7.6
Maine,Maine,2014,Meth,16,1.2
Maine,Maine,2014,Fentanyl,62,4.7
Maine,Maine,2015,Otheropioids,124,9.3
Maine,Maine,2015,Fentanyl,116,8.7
Maine,Maine,2015,Heroin,52,3.9
Maine,Maine,2015,Meth,21,1.6
Maine,Maine,2016,Meth,28,2.1
Maine,Maine,2016,Fentanyl,199,14.9
Maine,Maine,2016,Heroin,55,4.1
Maine,Maine,2016,Otheropioids,154,11.6
Maine,Maine,2017,Meth,44,3.3
Maine,Maine,2017,Otheropioids,100,7.5
Maine,Maine,2017,Fentanyl,278,20.8
Maine,Maine,2017,Heroin,76,5.7
Maine,Maine,2018,Heroin,71,5.3
Maine,Maine,2018,Fentanyl,229,17.1
Maine,Maine,2018,Otheropioids,69,5.2
Maine,Maine,2018,Meth,40,3
Maine,Maine,2019,Heroin,58,4.3
Maine,Maine,2019,Meth,65,4.8
Maine,Maine,2019,Otheropioids,73,5.4
Maine,Maine,2019,Fentanyl,283,21.1
Maine,Maine,2020,Meth,118,8.7
Maine,Maine,2020,Otheropioids,92,6.8
Maine,Maine,2020,Heroin,51,3.8
Maine,Maine,2020,Fentanyl,365,27
Maine,Maine,2021,Heroin,21,1.5
Maine,Maine,2021,Otheropioids,104,7.6
Maine,Maine,2021,Meth,188,13.7
Maine,Maine,2021,Fentanyl,497,36.2
Maine,Maine,2022,Fentanyl,568,41.4
Maine,Maine,2022,Meth,228,16.6
Maine,Maine,2022,Heroin,19,1.4
Maine,Maine,2022,Otheropioids,117,8.5
Louisiana,Louisiana,1999,Otheropioids,14,0.3
Louisiana,Louisiana,2000,Otheropioids,28,0.6
Louisiana,Louisiana,2001,Otheropioids,59,1.3
Louisiana,Louisiana,2002,Otheropioids,71,1.6
Louisiana,Louisiana,2003,Otheropioids,98,2.2
Louisiana,Louisiana,2004,Otheropioids,118,2.6
Louisiana,Louisiana,2004,Fentanyl,13,0.3
Louisiana,Louisiana,2005,Otheropioids,142,3.1
Louisiana,Louisiana,2006,Heroin,14,0.3
Louisiana,Louisiana,2006,Otheropioids,158,3.7
Louisiana,Louisiana,2006,Fentanyl,14,0.3
Louisiana,Louisiana,2007,Meth,12,0.3
Louisiana,Louisiana,2007,Fentanyl,21,0.5
Louisiana,Louisiana,2007,Otheropioids,176,4
Louisiana,Louisiana,2008,Otheropioids,97,2.2
Louisiana,Louisiana,2008,Fentanyl,10,0.2
Louisiana,Louisiana,2008,Heroin,14,0.3
Louisiana,Louisiana,2009,Heroin,11,0.2
Louisiana,Louisiana,2009,Meth,13,0.3
Louisiana,Louisiana,2009,Fentanyl,16,0.4
Louisiana,Louisiana,2009,Otheropioids,74,1.6
Louisiana,Louisiana,2010,Heroin,14,0.3
Louisiana,Louisiana,2010,Otheropioids,83,1.8
Louisiana,Louisiana,2010,Fentanyl,21,0.5
Louisiana,Louisiana,2011,Otheropioids,70,1.5
Louisiana,Louisiana,2011,Fentanyl,20,0.4
Louisiana,Louisiana,2011,Heroin,17,0.4
Louisiana,Louisiana,2012,Otheropioids,97,2.1
Louisiana,Louisiana,2012,Heroin,51,1.1
Louisiana,Louisiana,2012,Fentanyl,19,0.4
Louisiana,Louisiana,2013,Meth,34,0.7
Louisiana,Louisiana,2013,Heroin,121,2.6
Louisiana,Louisiana,2013,Otheropioids,103,2.2
Louisiana,Louisiana,2013,Fentanyl,26,0.6
Louisiana,Louisiana,2014,Heroin,107,2.3
Louisiana,Louisiana,2014,Meth,38,0.8
Louisiana,Louisiana,2014,Otheropioids,107,2.3
Louisiana,Louisiana,2014,Fentanyl,29,0.6
Louisiana,Louisiana,2015,Otheropioids,120,2.6
Louisiana,Louisiana,2015,Fentanyl,38,0.8
Louisiana,Louisiana,2015,Heroin,126,2.7
Louisiana,Louisiana,2015,Meth,43,0.9
Louisiana,Louisiana,2016,Meth,79,1.7
Louisiana,Louisiana,2016,Fentanyl,89,1.9
Louisiana,Louisiana,2016,Heroin,149,3.2
Louisiana,Louisiana,2016,Otheropioids,124,2.6
Louisiana,Louisiana,2017,Meth,100,2.1
Louisiana,Louisiana,2017,Otheropioids,168,3.6
Louisiana,Louisiana,2017,Fentanyl,156,3.3
Louisiana,Louisiana,2017,Heroin,162,3.5
Louisiana,Louisiana,2018,Heroin,167,3.6
Louisiana,Louisiana,2018,Fentanyl,216,4.6
Louisiana,Louisiana,2018,Otheropioids,144,3.1
Louisiana,Louisiana,2018,Meth,137,2.9
Louisiana,Louisiana,2019,Heroin,222,4.8
Louisiana,Louisiana,2019,Otheropioids,188,4
Louisiana,Louisiana,2019,Meth,214,4.6
Louisiana,Louisiana,2019,Fentanyl,324,7
Louisiana,Louisiana,2020,Meth,382,8.2
Louisiana,Louisiana,2020,Otheropioids,269,5.8
Louisiana,Louisiana,2020,Heroin,264,5.7
Louisiana,Louisiana,2020,Fentanyl,706,15.2
Louisiana,Louisiana,2021,Otheropioids,316,6.8
Louisiana,Louisiana,2021,Heroin,155,3.4
Louisiana,Louisiana,2021,Meth,619,13.4
Louisiana,Louisiana,2021,Fentanyl,1174,25.4
Louisiana,Louisiana,2022,Fentanyl,1202,26
Louisiana,Louisiana,2022,Heroin,53,1.1
Louisiana,Louisiana,2022,Meth,647,14
Louisiana,Louisiana,2022,Otheropioids,311,6.7
Kansas,Kansas,1999,Otheropioids,14,0.5
Kansas,Kansas,2000,Otheropioids,13,0.5
Kansas,Kansas,2001,Fentanyl,11,0.4
Kansas,Kansas,2001,Otheropioids,31,1.1
Kansas,Kansas,2002,Otheropioids,60,2.2
Kansas,Kansas,2002,Meth,11,0.4
Kansas,Kansas,2002,Fentanyl,18,0.7
Kansas,Kansas,2003,Otheropioids,59,2.2
Kansas,Kansas,2004,Otheropioids,87,3.2
Kansas,Kansas,2004,Fentanyl,22,0.8
Kansas,Kansas,2004,Meth,13,0.5
Kansas,Kansas,2005,Fentanyl,17,0.6
Kansas,Kansas,2005,Meth,18,0.7
Kansas,Kansas,2005,Otheropioids,91,3.3
Kansas,Kansas,2006,Meth,15,0.5
Kansas,Kansas,2006,Otheropioids,98,3.5
Kansas,Kansas,2006,Fentanyl,19,0.7
Kansas,Kansas,2007,Meth,10,0.4
Kansas,Kansas,2007,Fentanyl,19,0.7
Kansas,Kansas,2007,Otheropioids,101,3.6
Kansas,Kansas,2008,Otheropioids,69,2.5
Kansas,Kansas,2008,Fentanyl,18,0.6
Kansas,Kansas,2009,Heroin,11,0.4
Kansas,Kansas,2009,Meth,17,0.6
Kansas,Kansas,2009,Fentanyl,35,1.2
Kansas,Kansas,2009,Otheropioids,102,3.6
Kansas,Kansas,2010,Meth,18,0.6
Kansas,Kansas,2010,Otheropioids,76,2.7
Kansas,Kansas,2010,Fentanyl,18,0.6
Kansas,Kansas,2011,Otheropioids,92,3.2
Kansas,Kansas,2011,Fentanyl,23,0.8
Kansas,Kansas,2011,Meth,22,0.8
Kansas,Kansas,2012,Meth,29,1
Kansas,Kansas,2012,Otheropioids,118,4.1
Kansas,Kansas,2012,Heroin,16,0.6
Kansas,Kansas,2012,Fentanyl,44,1.5
Kansas,Kansas,2013,Meth,34,1.2
Kansas,Kansas,2013,Heroin,12,0.4
Kansas,Kansas,2013,Otheropioids,115,4
Kansas,Kansas,2013,Fentanyl,37,1.3
Kansas,Kansas,2014,Heroin,19,0.7
Kansas,Kansas,2014,Meth,35,1.2
Kansas,Kansas,2014,Otheropioids,122,4.2
Kansas,Kansas,2014,Fentanyl,39,1.3
Kansas,Kansas,2015,Otheropioids,97,3.3
Kansas,Kansas,2015,Fentanyl,36,1.2
Kansas,Kansas,2015,Heroin,21,0.7
Kansas,Kansas,2015,Meth,64,2.2
Kansas,Kansas,2016,Meth,81,2.8
Kansas,Kansas,2016,Fentanyl,27,0.9
Kansas,Kansas,2016,Heroin,32,1.1
Kansas,Kansas,2016,Otheropioids,90,3.1
Kansas,Kansas,2017,Meth,81,2.8
Kansas,Kansas,2017,Otheropioids,89,3.1
Kansas,Kansas,2017,Fentanyl,32,1.1
Kansas,Kansas,2017,Heroin,25,0.9
Kansas,Kansas,2018,Heroin,33,1.1
Kansas,Kansas,2018,Fentanyl,50,1.7
Kansas,Kansas,2018,Otheropioids,87,3
Kansas,Kansas,2018,Meth,77,2.6
Kansas,Kansas,2019,Heroin,42,1.4
Kansas,Kansas,2019,Otheropioids,85,2.9
Kansas,Kansas,2019,Meth,162,5.6
Kansas,Kansas,2019,Fentanyl,75,2.6
Kansas,Kansas,2020,Meth,194,6.7
Kansas,Kansas,2020,Otheropioids,82,2.8
Kansas,Kansas,2020,Heroin,36,1.2
Kansas,Kansas,2020,Fentanyl,165,5.7
Kansas,Kansas,2021,Otheropioids,115,3.9
Kansas,Kansas,2021,Heroin,37,1.3
Kansas,Kansas,2021,Meth,284,9.7
Kansas,Kansas,2021,Fentanyl,351,12
Kansas,Kansas,2022,Fentanyl,420,14.3
Kansas,Kansas,2022,Heroin,17,0.6
Kansas,Kansas,2022,Meth,334,11.4
Kansas,Kansas,2022,Otheropioids,137,4.7
Indiana,Indiana,1999,Otheropioids,21,0.3
Indiana,Indiana,2000,Fentanyl,12,0.2
Indiana,Indiana,2000,Otheropioids,18,0.3
Indiana,Indiana,2001,Fentanyl,12,0.2
Indiana,Indiana,2001,Otheropioids,41,0.7
Indiana,Indiana,2002,Otheropioids,42,0.7
Indiana,Indiana,2003,Otheropioids,79,1.3
Indiana,Indiana,2003,Fentanyl,26,0.4
Indiana,Indiana,2004,Otheropioids,80,1.3
Indiana,Indiana,2004,Fentanyl,25,0.4
Indiana,Indiana,2005,Fentanyl,26,0.4
Indiana,Indiana,2005,Heroin,15,0.2
Indiana,Indiana,2005,Otheropioids,102,1.6
Indiana,Indiana,2006,Fentanyl,48,0.8
Indiana,Indiana,2006,Meth,13,0.2
Indiana,Indiana,2006,Otheropioids,94,1.5
Indiana,Indiana,2007,Fentanyl,51,0.8
Indiana,Indiana,2007,Otheropioids,150,2.4
Indiana,Indiana,2007,Heroin,18,0.3
Indiana,Indiana,2008,Otheropioids,181,2.8
Indiana,Indiana,2008,Fentanyl,54,0.8
Indiana,Indiana,2008,Heroin,56,0.9
Indiana,Indiana,2009,Heroin,63,1
Indiana,Indiana,2009,Meth,13,0.2
Indiana,Indiana,2009,Fentanyl,64,1
Indiana,Indiana,2009,Otheropioids,215,3.3
Indiana,Indiana,2010,Meth,19,0.3
Indiana,Indiana,2010,Otheropioids,189,2.9
Indiana,Indiana,2010,Heroin,56,0.9
Indiana,Indiana,2010,Fentanyl,49,0.8
Indiana,Indiana,2011,Otheropioids,220,3.4
Indiana,Indiana,2011,Fentanyl,40,0.6
Indiana,Indiana,2011,Heroin,68,1
Indiana,Indiana,2011,Meth,13,0.2
Indiana,Indiana,2012,Meth,15,0.2
Indiana,Indiana,2012,Heroin,114,1.7
Indiana,Indiana,2012,Otheropioids,175,2.7
Indiana,Indiana,2012,Fentanyl,43,0.7
Indiana,Indiana,2013,Meth,20,0.3
Indiana,Indiana,2013,Otheropioids,141,2.1
Indiana,Indiana,2013,Heroin,160,2.4
Indiana,Indiana,2013,Fentanyl,34,0.5
Indiana,Indiana,2014,Meth,38,0.6
Indiana,Indiana,2014,Otheropioids,182,2.8
Indiana,Indiana,2014,Heroin,173,2.6
Indiana,Indiana,2014,Fentanyl,83,1.3
Indiana,Indiana,2015,Otheropioids,175,2.6
Indiana,Indiana,2015,Fentanyl,120,1.8
Indiana,Indiana,2015,Heroin,240,3.6
Indiana,Indiana,2015,Meth,55,0.8
Indiana,Indiana,2016,Meth,122,1.8
Indiana,Indiana,2016,Heroin,297,4.5
Indiana,Indiana,2016,Fentanyl,304,4.6
Indiana,Indiana,2016,Otheropioids,262,3.9
Indiana,Indiana,2017,Meth,289,4.3
Indiana,Indiana,2017,Otheropioids,425,6.4
Indiana,Indiana,2017,Fentanyl,649,9.7
Indiana,Indiana,2017,Heroin,327,4.9
Indiana,Indiana,2018,Heroin,311,4.6
Indiana,Indiana,2018,Fentanyl,713,10.7
Indiana,Indiana,2018,Otheropioids,370,5.5
Indiana,Indiana,2018,Meth,381,5.7
Indiana,Indiana,2019,Heroin,308,4.6
Indiana,Indiana,2019,Otheropioids,400,5.9
Indiana,Indiana,2019,Meth,512,7.6
Indiana,Indiana,2019,Fentanyl,899,13.4
Indiana,Indiana,2020,Meth,719,10.6
Indiana,Indiana,2020,Otheropioids,461,6.8
Indiana,Indiana,2020,Heroin,213,3.2
Indiana,Indiana,2020,Fentanyl,1647,24.4
Indiana,Indiana,2021,Otheropioids,492,7.2
Indiana,Indiana,2021,Heroin,91,1.3
Indiana,Indiana,2021,Meth,1002,14.7
Indiana,Indiana,2021,Fentanyl,2011,29.5
Indiana,Indiana,2022,Fentanyl,1923,28.3
Indiana,Indiana,2022,Heroin,64,0.9
Indiana,Indiana,2022,Meth,959,14.1
Indiana,Indiana,2022,Otheropioids,366,5.4
Idaho,Idaho,1999,Otheropioids,15,1.2
Idaho,Idaho,2000,Otheropioids,21,1.6
Idaho,Idaho,2001,Otheropioids,38,2.9
Idaho,Idaho,2002,Otheropioids,33,2.5
Idaho,Idaho,2003,Otheropioids,46,3.4
Idaho,Idaho,2004,Otheropioids,38,2.7
Idaho,Idaho,2004,Meth,10,0.7
Idaho,Idaho,2005,Meth,17,1.2
Idaho,Idaho,2005,Otheropioids,35,2.5
Idaho,Idaho,2006,Otheropioids,57,3.9
Idaho,Idaho,2007,Meth,10,0.7
Idaho,Idaho,2007,Fentanyl,10,0.7
Idaho,Idaho,2007,Otheropioids,48,3.2
Idaho,Idaho,2008,Otheropioids,58,3.8
Idaho,Idaho,2009,Meth,16,1
Idaho,Idaho,2009,Fentanyl,11,0.7
Idaho,Idaho,2009,Otheropioids,50,3.2
Idaho,Idaho,2010,Meth,14,0.9
Idaho,Idaho,2010,Otheropioids,61,3.9
Idaho,Idaho,2010,Fentanyl,14,0.9
Idaho,Idaho,2011,Otheropioids,65,4.1
Idaho,Idaho,2011,Meth,16,1
Idaho,Idaho,2012,Meth,10,0.6
Idaho,Idaho,2012,Otheropioids,45,2.8
Idaho,Idaho,2012,Fentanyl,11,0.7
Idaho,Idaho,2013,Otheropioids,57,3.5
Idaho,Idaho,2013,Meth,26,1.6
Idaho,Idaho,2013,Fentanyl,14,0.9
Idaho,Idaho,2014,Meth,28,1.7
Idaho,Idaho,2014,Otheropioids,56,3.4
Idaho,Idaho,2014,Fentanyl,13,0.8
Idaho,Idaho,2014,Heroin,11,0.7
Idaho,Idaho,2015,Otheropioids,61,3.7
Idaho,Idaho,2015,Fentanyl,16,1
Idaho,Idaho,2015,Heroin,16,1
Idaho,Idaho,2015,Meth,38,2.3
Idaho,Idaho,2016,Meth,47,2.8
Idaho,Idaho,2016,Fentanyl,20,1.2
Idaho,Idaho,2016,Heroin,25,1.5
Idaho,Idaho,2016,Otheropioids,77,4.6
Idaho,Idaho,2017,Meth,43,2.5
Idaho,Idaho,2017,Otheropioids,63,3.7
Idaho,Idaho,2017,Fentanyl,22,1.3
Idaho,Idaho,2017,Heroin,23,1.3
Idaho,Idaho,2018,Heroin,29,1.7
Idaho,Idaho,2018,Fentanyl,28,1.6
Idaho,Idaho,2018,Otheropioids,75,4.3
Idaho,Idaho,2018,Meth,68,3.9
Idaho,Idaho,2019,Heroin,38,2.1
Idaho,Idaho,2019,Otheropioids,81,4.5
Idaho,Idaho,2019,Meth,86,4.8
Idaho,Idaho,2019,Fentanyl,32,1.8
Idaho,Idaho,2020,Meth,101,5.5
Idaho,Idaho,2020,Otheropioids,89,4.9
Idaho,Idaho,2020,Heroin,38,2.1
Idaho,Idaho,2020,Fentanyl,59,3.2
Idaho,Idaho,2021,Heroin,22,1.2
Idaho,Idaho,2021,Otheropioids,92,4.8
Idaho,Idaho,2021,Meth,134,7
Idaho,Idaho,2021,Fentanyl,160,8.4
Idaho,Idaho,2022,Fentanyl,200,10.5
Idaho,Idaho,2022,Heroin,11,0.6
Idaho,Idaho,2022,Meth,139,7.3
Idaho,Idaho,2022,Otheropioids,82,4.3
Minnesota,Minnesota,1999,Otheropioids,30,0.6
Minnesota,Minnesota,2000,Otheropioids,19,0.4
Minnesota,Minnesota,2001,Fentanyl,12,0.2
Minnesota,Minnesota,2001,Otheropioids,53,1.1
Minnesota,Minnesota,2002,Otheropioids,56,1.1
Minnesota,Minnesota,2002,Meth,11,0.2
Minnesota,Minnesota,2003,Otheropioids,60,1.2
Minnesota,Minnesota,2003,Meth,12,0.2
Minnesota,Minnesota,2003,Fentanyl,16,0.3
Minnesota,Minnesota,2004,Otheropioids,90,1.8
Minnesota,Minnesota,2004,Fentanyl,17,0.3
Minnesota,Minnesota,2005,Fentanyl,19,0.4
Minnesota,Minnesota,2005,Meth,19,0.4
Minnesota,Minnesota,2005,Otheropioids,94,1.8
Minnesota,Minnesota,2006,Meth,13,0.3
Minnesota,Minnesota,2006,Otheropioids,103,2
Minnesota,Minnesota,2006,Fentanyl,28,0.5
Minnesota,Minnesota,2007,Fentanyl,25,0.5
Minnesota,Minnesota,2007,Otheropioids,131,2.5
Minnesota,Minnesota,2008,Otheropioids,146,2.8
Minnesota,Minnesota,2008,Meth,14,0.3
Minnesota,Minnesota,2008,Fentanyl,32,0.6
Minnesota,Minnesota,2009,Heroin,16,0.3
Minnesota,Minnesota,2009,Fentanyl,39,0.7
Minnesota,Minnesota,2009,Otheropioids,177,3.4
Minnesota,Minnesota,2010,Meth,18,0.3
Minnesota,Minnesota,2010,Otheropioids,155,2.9
Minnesota,Minnesota,2010,Heroin,16,0.3
Minnesota,Minnesota,2010,Fentanyl,37,0.7
Minnesota,Minnesota,2011,Otheropioids,154,2.9
Minnesota,Minnesota,2011,Fentanyl,31,0.6
Minnesota,Minnesota,2011,Heroin,44,0.8
Minnesota,Minnesota,2011,Meth,26,0.5
Minnesota,Minnesota,2012,Meth,48,0.9
Minnesota,Minnesota,2012,Otheropioids,162,3
Minnesota,Minnesota,2012,Heroin,46,0.9
Minnesota,Minnesota,2012,Fentanyl,40,0.7
Minnesota,Minnesota,2013,Meth,40,0.7
Minnesota,Minnesota,2013,Heroin,92,1.7
Minnesota,Minnesota,2013,Otheropioids,177,3.3
Minnesota,Minnesota,2013,Fentanyl,33,0.6
Minnesota,Minnesota,2014,Otheropioids,179,3.3
Minnesota,Minnesota,2014,Heroin,100,1.8
Minnesota,Minnesota,2014,Meth,66,1.2
Minnesota,Minnesota,2014,Fentanyl,44,0.8
Minnesota,Minnesota,2015,Otheropioids,177,3.2
Minnesota,Minnesota,2015,Fentanyl,55,1
Minnesota,Minnesota,2015,Heroin,115,2.1
Minnesota,Minnesota,2015,Meth,82,1.5
Minnesota,Minnesota,2016,Meth,140,2.5
Minnesota,Minnesota,2016,Fentanyl,99,1.8
Minnesota,Minnesota,2016,Heroin,149,2.7
Minnesota,Minnesota,2016,Otheropioids,195,3.5
Minnesota,Minnesota,2017,Meth,161,2.9
Minnesota,Minnesota,2017,Otheropioids,195,3.5
Minnesota,Minnesota,2017,Fentanyl,184,3.3
Minnesota,Minnesota,2017,Heroin,111,2
Minnesota,Minnesota,2018,Heroin,93,1.7
Minnesota,Minnesota,2018,Fentanyl,202,3.6
Minnesota,Minnesota,2018,Otheropioids,136,2.4
Minnesota,Minnesota,2018,Meth,167,3
Minnesota,Minnesota,2019,Meth,242,4.3
Minnesota,Minnesota,2019,Heroin,106,1.9
Minnesota,Minnesota,2019,Otheropioids,143,2.5
Minnesota,Minnesota,2019,Fentanyl,309,5.5
Minnesota,Minnesota,2020,Meth,338,6
Minnesota,Minnesota,2020,Otheropioids,213,3.8
Minnesota,Minnesota,2020,Heroin,122,2.2
Minnesota,Minnesota,2020,Fentanyl,560,9.9
Minnesota,Minnesota,2021,Otheropioids,207,3.6
Minnesota,Minnesota,2021,Heroin,104,1.8
Minnesota,Minnesota,2021,Meth,474,8.3
Minnesota,Minnesota,2021,Fentanyl,882,15.5
Minnesota,Minnesota,2022,Fentanyl,949,16.6
Minnesota,Minnesota,2022,Meth,516,9
Minnesota,Minnesota,2022,Otheropioids,180,3.2
Minnesota,Minnesota,2022,Heroin,46,0.8
Hawaii,Hawaii,1999,Otheropioids,24,2
Hawaii,Hawaii,2000,Otheropioids,24,2
Hawaii,Hawaii,2001,Otheropioids,31,2.5
Hawaii,Hawaii,2001,Meth,17,1.4
Hawaii,Hawaii,2002,Otheropioids,38,3.1
Hawaii,Hawaii,2002,Meth,15,1.2
Hawaii,Hawaii,2003,Otheropioids,31,2.5
Hawaii,Hawaii,2003,Meth,23,1.8
Hawaii,Hawaii,2004,Otheropioids,45,3.5
Hawaii,Hawaii,2004,Meth,28,2.2
Hawaii,Hawaii,2005,Meth,36,2.8
Hawaii,Hawaii,2005,Otheropioids,53,4.1
Hawaii,Hawaii,2006,Meth,21,1.6
Hawaii,Hawaii,2006,Otheropioids,42,3.2
Hawaii,Hawaii,2007,Meth,30,2.3
Hawaii,Hawaii,2007,Otheropioids,65,4.9
Hawaii,Hawaii,2008,Otheropioids,42,3.2
Hawaii,Hawaii,2008,Meth,30,2.3
Hawaii,Hawaii,2009,Meth,37,2.7
Hawaii,Hawaii,2009,Otheropioids,50,3.7
Hawaii,Hawaii,2010,Meth,45,3.3
Hawaii,Hawaii,2010,Otheropioids,53,3.9
Hawaii,Hawaii,2011,Otheropioids,61,4.4
Hawaii,Hawaii,2011,Meth,49,3.6
Hawaii,Hawaii,2012,Meth,43,3.1
Hawaii,Hawaii,2012,Otheropioids,46,3.3
Hawaii,Hawaii,2013,Otheropioids,51,3.6
Hawaii,Hawaii,2013,Meth,55,3.9
Hawaii,Hawaii,2013,Heroin,10,0.7
Hawaii,Hawaii,2014,Meth,56,3.9
Hawaii,Hawaii,2014,Otheropioids,43,3
Hawaii,Hawaii,2014,Heroin,12,0.8
Hawaii,Hawaii,2015,Otheropioids,42,2.9
Hawaii,Hawaii,2015,Fentanyl,13,0.9
Hawaii,Hawaii,2015,Heroin,15,1
Hawaii,Hawaii,2015,Meth,87,6.1
Hawaii,Hawaii,2016,Meth,102,7.1
Hawaii,Hawaii,2016,Heroin,20,1.4
Hawaii,Hawaii,2016,Otheropioids,55,3.9
Hawaii,Hawaii,2017,Meth,106,7.4
Hawaii,Hawaii,2017,Otheropioids,40,2.8
Hawaii,Hawaii,2017,Heroin,10,0.7
Hawaii,Hawaii,2018,Heroin,16,1.1
Hawaii,Hawaii,2018,Fentanyl,14,1
Hawaii,Hawaii,2018,Otheropioids,33,2.3
Hawaii,Hawaii,2018,Meth,148,10.4
Hawaii,Hawaii,2019,Heroin,18,1.3
Hawaii,Hawaii,2019,Otheropioids,26,1.8
Hawaii,Hawaii,2019,Meth,170,12
